gender,race,first_gen,income_quintile,in_state,legacy,gpa,sat_total,ap_courses,rec_score,interview_score,ecs_hours_per_week,intended_major,admit
M,White,0,2,1,0,2.89,1191,2,3.38,3.73,5.8,Economics,0
M,White,0,1,1,0,3.3,978,2,3.72,1.14,5.8,Engineering,0
M,White,0,1,0,0,3.82,879,2,3.32,3.32,2.7,CS,0
M,AAPI,0,2,1,0,3.71,1302,4,2.96,4.21,5.8,Biology,1
M,White,1,2,1,0,3.43,1340,5,2.88,3.0,6.8,Economics,1
M,Hispanic,0,5,0,0,3.6,1273,6,3.76,2.66,9.5,Economics,1
F,White,0,2,0,0,3.23,1054,0,2.28,2.87,4.9,Engineering,0
F,White,1,2,1,1,2.93,1241,7,1.44,2.46,0.0,CS,0
F,AAPI,0,5,1,0,3.47,1331,6,3.73,4.77,3.8,Engineering,0
M,White,0,5,1,0,3.76,1236,5,3.64,3.87,8.8,Humanities,1
F,Black,0,1,0,1,3.33,1196,1,4.19,3.52,3.1,Engineering,0
M,White,0,1,1,0,3.52,972,7,3.52,4.52,6.1,Humanities,1
M,Other,0,1,0,0,3.62,963,8,3.29,3.88,1.4,Engineering,1
M,Black,0,3,0,0,3.29,1201,8,3.11,2.9,9.4,Engineering,0
F,White,0,3,1,1,3.47,1191,5,2.96,3.02,3.7,Engineering,1
M,White,0,2,1,0,2.66,1219,4,3.03,4.79,8.9,Biology,0
M,White,1,1,0,0,3.91,1192,6,3.67,2.21,0.2,Engineering,0
F,Hispanic,0,2,0,0,3.13,888,3,3.48,2.76,6.7,Biology,0
M,Black,0,4,1,0,3.71,1225,6,3.96,2.29,4.5,Economics,1
F,White,0,2,0,0,3.12,1371,4,3.26,1.45,5.2,Art,1
M,White,0,1,0,0,3.04,976,7,2.56,2.1,7.1,Humanities,1
F,Hispanic,0,4,0,0,3.35,1095,7,4.1,2.41,9.1,Biology,1
F,White,0,4,0,1,2.99,881,4,4.19,2.6,4.7,Engineering,0
F,Black,1,3,1,0,2.46,1154,7,3.41,3.49,4.2,Humanities,0
F,Black,0,5,0,0,3.92,1321,5,3.83,3.19,3.7,Biology,1
F,White,1,5,1,1,3.68,1311,4,3.95,4.01,2.8,Humanities,0
M,White,0,1,1,0,2.92,940,3,2.82,2.92,2.3,Art,1
F,White,0,5,0,0,3.67,1239,5,3.34,3.34,5.5,Engineering,1
F,White,0,1,1,0,3.53,1116,2,2.55,2.57,0.6,Biology,0
M,Other,0,3,0,0,3.11,1157,3,3.14,4.56,5.5,CS,1
M,Black,1,5,1,0,3.63,1077,3,4.12,2.86,7.2,Biology,0
M,Hispanic,1,5,1,0,3.84,1241,4,4.0,3.93,7.3,Biology,1
M,White,1,1,1,0,2.67,936,4,3.44,1.85,2.1,Undeclared,0
F,White,0,1,1,0,3.43,823,5,3.68,2.61,3.0,Biology,0
M,Black,1,2,1,0,3.38,1190,6,2.98,4.51,4.1,Biology,0
F,White,0,2,1,1,3.98,1150,5,2.65,3.45,7.2,Engineering,1
M,White,0,2,1,0,3.51,1213,1,3.11,1.78,3.5,CS,1
M,White,0,3,0,0,3.21,1075,2,3.25,2.17,1.8,Economics,0
M,AAPI,0,2,0,0,3.17,1193,3,3.61,4.18,4.4,Engineering,0
M,Black,0,3,0,0,4.0,1293,6,3.61,3.07,4.9,Economics,0
M,White,1,5,0,0,3.32,1451,4,4.11,2.98,3.3,Humanities,1
F,Hispanic,0,3,1,0,3.61,1289,2,2.09,2.38,5.0,Humanities,1
M,White,0,2,1,0,3.24,1184,7,2.72,2.65,3.0,CS,1
M,White,0,3,0,0,3.73,957,3,3.25,4.13,5.8,Biology,0
M,White,1,4,1,0,3.81,1170,3,3.69,2.54,7.5,Humanities,1
F,Black,1,5,1,0,3.48,1031,6,4.76,2.72,6.0,CS,1
F,White,0,5,1,0,3.42,1150,5,2.91,3.68,8.9,CS,0
M,White,0,2,1,0,3.17,1404,3,2.77,2.07,4.4,Biology,0
F,White,0,5,1,0,2.96,1122,6,3.25,2.45,6.9,Biology,1
F,Black,0,5,1,0,3.6,937,4,3.05,3.21,6.8,Economics,1
F,Black,1,1,0,0,3.15,1139,2,2.57,2.83,3.6,Art,0
M,White,1,3,0,0,2.99,1021,4,3.33,2.35,2.3,Humanities,1
F,Hispanic,1,1,1,0,2.53,1158,0,3.69,3.18,0.0,Undeclared,0
F,White,0,3,0,1,3.42,986,6,3.52,3.18,8.8,Undeclared,1
F,White,1,1,0,1,3.24,965,0,2.73,1.22,4.6,CS,0
M,AAPI,1,2,0,0,3.34,1237,2,3.08,3.52,3.5,CS,0
M,Black,0,3,1,0,3.05,990,6,2.68,2.54,8.7,Humanities,0
F,White,0,2,1,0,3.46,1106,5,3.79,3.54,12.4,Undeclared,1
F,AAPI,0,1,1,0,3.18,1126,3,3.98,4.46,0.6,Humanities,1
M,White,0,2,1,0,3.62,1029,0,2.24,2.85,5.1,CS,0
F,AAPI,1,3,1,0,2.99,1174,3,3.44,2.48,7.4,CS,1
M,AAPI,1,4,1,0,3.81,1187,4,2.93,4.2,2.4,Undeclared,0
F,Other,0,1,1,1,3.77,1160,3,3.29,2.13,0.6,CS,0
M,White,0,3,0,0,3.39,1408,6,3.25,4.51,8.4,Undeclared,1
F,AAPI,0,1,0,0,3.33,1435,7,2.3,2.43,4.3,Biology,0
M,AAPI,0,1,1,1,3.51,1150,4,3.98,2.3,2.7,Undeclared,1
F,White,0,1,1,0,2.88,1070,2,3.01,4.69,0.3,Engineering,0
M,White,0,4,1,0,3.31,1282,7,3.12,3.39,7.6,Undeclared,0
M,Other,1,5,1,0,3.55,1197,4,3.57,4.5,3.8,Economics,0
M,White,1,4,1,0,4.0,963,0,2.88,3.08,4.0,Humanities,1
F,Black,1,2,0,0,2.78,1063,1,3.09,2.82,2.5,Engineering,1
F,White,0,5,1,0,4.0,1416,1,2.4,1.0,6.8,CS,0
M,Black,1,3,1,0,3.26,935,4,1.89,3.81,2.9,Engineering,0
M,White,0,3,1,0,3.39,1037,4,2.72,3.31,3.6,Humanities,0
F,Other,0,4,0,1,3.86,1114,1,3.23,3.01,9.2,CS,0
F,Black,0,4,0,0,4.0,1247,3,2.35,3.57,7.2,Humanities,1
F,White,0,3,1,1,3.55,1508,1,3.15,3.03,6.0,CS,1
M,Black,0,3,0,0,3.76,1037,4,2.98,2.25,7.1,Humanities,1
M,AAPI,0,2,0,0,2.95,1118,2,3.16,3.19,2.6,Engineering,0
M,White,0,4,1,0,3.29,1221,7,3.77,2.95,7.7,Undeclared,1
M,White,1,4,1,0,2.94,1143,5,4.43,3.69,7.6,Engineering,0
F,Black,0,3,0,1,3.17,1143,7,3.71,2.78,3.4,Undeclared,0
F,Black,0,4,1,1,3.68,1155,4,2.96,2.73,8.3,Economics,1
F,White,1,1,0,0,3.19,1409,7,3.5,2.36,4.7,Engineering,0
M,Hispanic,0,3,1,0,4.0,1280,4,4.14,2.29,6.7,Art,1
F,White,0,5,1,0,4.0,1201,4,2.83,2.78,11.8,Engineering,1
F,White,1,4,1,0,3.36,1351,10,2.76,3.45,6.8,Economics,0
F,AAPI,0,4,0,0,3.19,1231,1,2.55,2.5,4.5,Economics,0
F,White,0,5,1,0,3.97,1273,4,3.16,2.26,7.9,Humanities,1
M,White,0,4,1,0,3.92,1195,2,3.62,3.73,6.8,Engineering,1
F,White,0,4,1,0,3.63,1185,1,4.29,2.99,4.0,CS,0
F,White,1,3,1,1,3.58,969,0,3.99,3.61,0.6,Undeclared,0
M,White,0,5,0,0,3.7,1006,6,3.73,3.02,7.4,Engineering,0
F,Black,0,4,0,0,3.08,1247,2,3.43,2.64,9.2,Economics,1
F,White,1,3,1,0,2.9,1113,4,3.53,1.61,8.1,Art,0
F,Hispanic,1,1,1,0,3.15,1173,5,3.37,1.9,4.8,CS,0
M,AAPI,0,5,0,0,3.44,1115,6,4.28,2.5,11.5,Engineering,0
F,White,0,2,0,0,3.37,951,4,3.19,3.12,5.6,CS,1
M,White,1,2,0,0,3.15,1179,6,3.36,2.81,4.4,Undeclared,1
M,Black,0,1,0,1,2.59,1019,6,3.0,1.98,4.9,Undeclared,0
M,White,0,2,0,0,2.53,1225,1,3.27,1.0,3.4,Undeclared,0
F,White,0,1,1,0,3.5,1090,4,2.95,3.17,1.2,Biology,1
M,Hispanic,1,1,0,0,2.89,1288,2,2.39,3.5,1.7,Biology,0
F,Black,0,1,1,0,3.16,1191,3,3.62,3.57,3.2,Undeclared,1
F,AAPI,0,2,0,0,3.07,1162,0,4.09,2.13,7.4,Art,0
M,White,1,4,0,0,3.04,1272,4,3.38,3.92,2.9,CS,0
F,White,0,5,1,0,3.23,1227,5,3.7,3.65,5.2,CS,0
F,White,0,2,0,0,3.63,875,6,3.72,3.35,7.2,Biology,0
F,Black,0,3,0,0,3.27,1201,2,3.21,2.51,5.1,Humanities,0
F,White,1,5,1,0,3.71,1502,1,3.61,3.09,6.8,Biology,1
F,White,0,4,0,1,3.7,874,5,3.42,4.57,5.9,Engineering,1
M,White,1,5,0,0,3.55,1271,3,3.17,4.54,12.1,Humanities,0
M,AAPI,0,3,1,0,3.68,960,4,3.61,2.96,7.4,Engineering,1
F,Black,0,1,1,1,3.25,1082,4,3.56,2.95,5.0,CS,0
M,White,1,1,1,0,3.65,1061,3,3.65,1.04,4.6,Economics,0
F,White,0,4,0,0,3.72,1300,4,3.4,4.06,7.8,Art,1
F,White,0,1,0,0,3.52,1089,2,2.38,3.4,9.0,Economics,1
F,White,1,3,1,0,3.0,1332,6,3.96,3.28,4.8,Undeclared,1
F,White,0,2,1,0,3.41,1293,1,2.76,2.42,5.6,Art,1
F,White,0,5,0,0,2.87,1212,7,3.05,3.25,7.7,Engineering,1
F,AAPI,1,5,1,0,3.98,1383,3,3.18,4.37,9.6,Engineering,1
F,Black,0,3,1,1,3.18,1131,6,2.4,3.29,10.3,Engineering,0
M,Other,1,3,1,0,3.16,1072,1,3.17,5.0,4.2,Economics,0
F,Hispanic,0,2,1,0,2.84,961,5,3.57,3.55,6.3,Humanities,0
F,White,0,4,1,1,3.47,1404,5,3.29,2.36,7.2,Humanities,1
F,White,1,2,1,0,3.16,1053,4,4.0,2.57,1.4,Economics,0
M,White,0,4,0,0,4.0,856,7,4.17,2.53,9.2,CS,0
F,Black,1,5,1,0,3.79,1306,4,4.03,3.89,11.2,Engineering,0
M,White,1,1,1,0,2.99,989,3,1.94,3.72,6.1,Biology,0
F,White,1,2,1,0,2.67,1053,4,4.06,4.27,3.3,Engineering,0
F,White,0,2,1,0,2.52,1097,3,3.06,2.63,1.8,CS,0
M,White,0,5,0,0,3.15,1193,7,4.51,3.57,9.2,Art,1
F,Black,1,4,1,0,2.94,1567,6,3.04,4.12,3.8,Economics,0
F,AAPI,0,1,1,0,3.36,1318,2,3.02,4.04,2.0,Economics,1
F,White,1,2,1,0,3.2,1193,6,3.25,1.92,5.4,CS,0
M,Hispanic,1,4,1,0,3.42,1219,6,2.84,3.6,8.3,Undeclared,1
M,White,0,5,0,0,3.18,1398,4,2.53,2.25,6.8,Art,1
M,White,0,3,1,0,3.45,1209,3,1.86,2.52,5.5,Biology,0
M,White,0,1,1,0,2.74,1199,3,4.87,1.75,4.1,Engineering,0
F,AAPI,0,1,1,0,3.21,1163,4,2.1,2.3,2.1,Humanities,1
M,AAPI,0,1,0,0,3.48,1078,0,2.11,1.64,3.4,Economics,0
F,White,0,1,1,0,3.11,1217,1,3.44,1.85,0.4,Art,1
M,Hispanic,1,3,0,0,3.44,1056,3,2.45,2.28,7.5,Biology,0
F,White,0,2,1,0,2.63,1138,1,2.23,3.14,12.2,Art,1
F,White,0,2,0,0,2.55,968,1,1.48,2.93,5.4,Humanities,0
M,AAPI,1,4,1,1,3.52,1064,5,3.73,1.78,9.5,Biology,1
F,Hispanic,1,3,0,0,3.65,761,3,2.66,5.0,5.0,Humanities,1
M,AAPI,1,4,0,0,3.28,1224,4,3.79,2.71,3.1,Engineering,0
F,Hispanic,0,3,0,0,4.0,1252,1,3.25,1.94,11.6,Biology,1
M,White,1,2,1,0,2.74,1247,3,3.25,3.37,2.8,Biology,0
M,AAPI,1,5,1,0,3.25,1076,2,3.23,3.2,9.7,Biology,1
F,Hispanic,1,3,1,1,3.38,1202,7,3.28,2.35,6.2,Humanities,1
M,White,0,5,1,0,3.72,1265,9,2.96,3.51,10.6,Engineering,1
M,White,0,1,1,1,3.04,1188,2,2.77,2.26,4.2,Engineering,0
M,Other,0,5,0,0,3.14,1149,3,2.84,2.96,4.7,Economics,1
F,White,0,4,0,1,3.65,1148,6,4.46,4.27,5.1,Engineering,1
M,White,0,2,1,0,3.37,913,5,2.96,3.0,11.1,CS,0
M,Hispanic,1,4,1,0,3.29,1085,9,2.04,3.59,7.3,Humanities,1
F,Hispanic,0,4,0,0,3.6,1195,9,3.56,2.68,12.2,Economics,1
F,Other,1,5,1,0,3.44,1254,1,3.02,3.32,6.4,Undeclared,1
F,Hispanic,0,2,1,0,3.27,894,6,3.17,2.28,7.0,Humanities,0
M,White,1,5,1,0,3.43,1158,5,3.34,2.55,4.1,Economics,0
F,Hispanic,0,4,0,0,3.14,1217,6,4.29,2.77,6.9,Engineering,0
M,White,0,2,1,0,3.0,1327,5,2.97,2.34,10.8,Engineering,0
M,AAPI,0,2,1,0,3.14,1012,5,3.69,3.73,3.2,Economics,0
F,White,1,2,1,0,3.26,1164,6,3.63,3.36,3.2,Biology,0
F,Hispanic,0,3,1,0,2.75,1096,3,2.48,1.17,8.1,Biology,0
M,AAPI,0,5,0,0,3.84,1178,3,3.61,4.58,7.9,Biology,0
F,Hispanic,1,5,1,0,3.5,1107,8,3.05,3.71,12.0,Engineering,0
M,White,0,1,1,0,2.87,939,1,2.37,3.72,3.8,Biology,0
M,White,0,1,1,0,3.81,1019,7,2.38,2.66,4.6,CS,1
M,White,0,1,1,0,3.25,1232,2,3.59,1.6,5.2,Economics,1
F,White,0,4,1,0,3.01,1114,4,4.99,2.04,4.1,Economics,0
M,Black,0,2,0,0,3.82,977,3,2.72,4.27,2.0,Humanities,0
M,White,0,4,0,0,3.9,1224,2,3.53,1.8,3.3,Humanities,1
F,AAPI,0,4,1,0,3.16,1221,2,3.59,1.94,0.0,Humanities,0
M,White,0,1,1,0,3.13,1075,5,2.78,2.45,4.2,Humanities,0
M,White,1,4,1,0,3.25,1221,1,4.24,1.99,3.2,CS,0
M,AAPI,1,4,1,0,2.75,1044,10,4.72,3.53,5.2,Art,1
F,White,0,5,1,1,3.67,1139,5,3.29,3.69,10.2,Biology,1
F,White,0,4,1,0,3.78,1358,3,4.44,3.43,4.4,Humanities,0
F,White,0,2,1,0,3.55,1110,5,2.87,2.41,6.9,CS,0
F,White,1,5,1,0,3.5,1314,1,2.92,3.43,3.3,Engineering,0
F,AAPI,0,2,0,0,3.6,1276,3,3.12,4.33,3.5,Undeclared,1
M,White,1,5,1,0,3.09,1348,5,4.02,2.05,11.7,CS,0
F,White,0,2,1,0,3.96,938,1,3.14,3.79,4.1,Biology,1
M,Black,0,5,1,0,3.29,1249,4,3.94,3.85,10.8,CS,1
F,White,1,4,1,0,3.18,1331,8,3.54,3.02,12.4,CS,0
F,AAPI,0,3,0,0,3.15,1223,4,4.11,3.13,5.0,Undeclared,0
F,White,0,2,1,0,3.09,1156,4,3.52,3.19,3.5,Economics,0
F,Hispanic,0,1,0,0,3.12,830,1,4.02,2.02,0.0,Economics,0
M,White,0,5,0,0,3.43,1154,3,2.99,1.89,8.3,Engineering,0
M,White,0,5,1,0,3.61,1275,5,3.38,3.93,8.5,CS,1
M,Hispanic,1,3,1,0,3.04,940,0,3.3,2.0,7.6,Economics,0
F,AAPI,0,5,1,0,3.62,1376,3,2.99,2.33,11.1,Engineering,1
M,AAPI,0,4,1,0,3.1,1204,2,2.8,2.69,4.2,Engineering,0
F,Hispanic,0,2,0,0,3.53,828,0,3.43,3.13,9.9,Biology,0
M,White,0,5,1,0,3.81,1186,7,3.9,2.8,6.9,Engineering,0
F,Hispanic,1,4,0,0,3.36,1120,4,3.47,2.52,7.4,Undeclared,0
F,Black,0,3,1,0,3.17,1157,3,3.94,3.76,5.8,Economics,0
F,White,0,1,1,0,3.35,1284,4,2.44,2.53,2.5,CS,0
F,White,0,4,1,0,3.17,1301,2,3.17,2.46,3.8,Biology,1
F,White,1,2,1,0,3.26,904,1,2.49,3.22,5.4,Economics,0
M,Hispanic,1,2,1,1,3.2,886,6,3.43,2.95,2.5,Biology,0
M,White,0,4,1,0,4.0,1183,9,3.69,3.12,6.2,Art,1
M,White,0,5,1,0,3.13,1283,7,4.31,3.55,6.6,Economics,1
F,Black,1,1,1,0,2.24,1189,4,2.39,2.69,3.2,Engineering,0
M,Black,1,5,1,1,3.27,1472,4,3.87,3.88,2.8,Economics,0
F,White,0,2,0,0,2.67,1355,2,4.06,1.76,0.0,Humanities,1
M,Hispanic,1,3,1,0,3.08,1078,5,2.7,3.99,7.8,Engineering,0
F,White,0,5,1,1,3.11,1396,8,2.91,2.47,10.4,Art,1
F,Hispanic,0,2,0,0,2.95,1165,4,2.32,1.59,0.0,CS,0
M,White,0,2,1,0,2.95,977,6,3.57,2.27,6.2,Engineering,1
F,White,0,5,0,0,3.85,976,3,3.06,2.92,8.1,Undeclared,1
F,AAPI,0,2,1,0,3.3,1150,5,3.49,2.31,1.9,Engineering,0
M,White,0,5,1,0,3.94,1056,4,3.37,2.43,9.8,CS,1
F,White,1,2,0,0,3.21,951,4,4.28,3.71,7.7,CS,0
M,White,1,4,1,0,3.74,1089,6,3.87,2.4,9.1,Humanities,1
F,Black,0,3,1,1,3.29,1206,3,2.97,1.19,10.4,Engineering,0
M,Hispanic,0,5,1,0,4.0,1444,3,3.32,2.92,10.1,Humanities,1
M,Hispanic,1,3,1,0,3.49,1142,5,3.77,4.64,3.6,Humanities,1
M,Hispanic,0,3,1,0,3.13,1100,4,2.66,2.15,6.0,Humanities,0
M,Hispanic,0,3,1,0,3.62,885,5,4.01,2.28,7.0,Undeclared,1
M,White,1,2,1,0,3.26,1159,5,3.05,2.58,8.7,Humanities,1
M,White,0,3,1,0,3.33,1179,7,3.79,4.24,5.4,CS,1
F,Hispanic,0,3,0,0,3.38,1073,5,3.18,2.71,4.4,Undeclared,1
F,Hispanic,1,4,0,0,3.62,1323,6,3.09,2.28,2.4,Engineering,0
M,Other,0,1,1,0,2.5,918,2,2.69,3.09,6.6,Humanities,0
F,Black,0,3,1,0,3.28,1079,4,4.34,3.23,6.5,Economics,0
F,White,1,3,1,0,3.57,1106,5,3.12,3.39,3.5,CS,1
F,Hispanic,1,4,1,0,3.5,1106,4,5.0,2.25,8.4,Humanities,0
M,Hispanic,0,4,0,0,3.04,1272,6,3.49,2.65,5.9,Humanities,0
F,AAPI,0,3,1,0,2.57,1240,3,2.79,3.9,2.7,Undeclared,0
M,Hispanic,0,1,1,0,3.84,1232,7,2.15,3.13,7.7,Biology,1
M,AAPI,0,2,0,0,3.2,1175,4,3.94,3.55,0.0,Humanities,0
M,Hispanic,0,2,1,0,3.85,1114,4,3.08,2.86,5.6,Economics,1
F,White,0,2,1,1,3.6,1082,3,3.84,3.75,4.9,Economics,1
M,Hispanic,0,4,1,0,3.2,1284,9,4.79,3.33,2.7,Engineering,1
M,White,1,3,0,0,2.4,1088,1,3.7,2.58,6.5,Biology,0
F,White,0,4,1,0,3.32,1227,3,3.6,3.7,5.1,Humanities,1
M,White,1,1,1,0,3.16,1121,5,3.84,2.1,8.3,Economics,1
F,White,0,5,1,1,3.72,1284,6,4.13,4.43,10.1,Humanities,0
M,White,1,3,0,0,2.89,1158,3,2.54,3.81,6.3,Undeclared,0
F,Hispanic,0,2,0,0,3.33,994,2,4.0,2.67,0.0,Humanities,0
M,AAPI,0,2,1,1,3.38,1319,3,3.32,2.75,3.8,Humanities,1
M,Hispanic,1,5,0,0,3.79,1050,5,4.42,3.31,5.7,Humanities,1
F,White,1,4,0,0,3.25,1221,8,3.7,2.96,9.5,Biology,0
M,White,0,1,1,0,3.39,1017,4,3.81,3.86,4.8,Biology,1
F,Black,0,5,1,0,3.66,1417,8,3.37,2.77,8.4,Undeclared,1
M,Black,0,1,1,0,3.55,1209,2,2.19,1.6,6.9,Economics,1
M,White,0,2,0,0,2.98,1105,4,3.54,2.69,9.3,Biology,0
F,Hispanic,0,4,1,1,2.41,1438,2,4.14,3.7,10.4,CS,0
F,Hispanic,1,3,1,0,3.25,1114,5,2.97,3.81,7.1,Engineering,1
M,AAPI,0,3,0,0,3.27,1273,4,3.18,3.09,5.3,Humanities,0
F,Other,0,5,0,0,3.1,1138,9,2.17,2.69,8.7,Undeclared,1
M,Black,0,4,0,0,2.9,1252,8,3.31,3.06,6.7,Humanities,0
M,Black,1,5,1,0,3.29,1099,5,2.75,2.68,9.3,Humanities,0
M,White,0,2,0,0,3.23,1108,2,3.51,1.06,3.8,Art,1
F,White,0,5,1,0,3.59,1258,4,3.7,2.52,9.9,Biology,0
M,White,0,2,0,0,2.47,1228,3,3.21,3.31,5.3,CS,0
M,Black,1,5,0,0,2.83,1111,8,4.29,2.98,8.3,Economics,0
F,Black,0,3,1,1,3.8,1600,5,3.59,2.75,3.0,Undeclared,1
F,White,0,3,1,0,3.33,982,5,3.42,3.89,5.3,Biology,0
F,AAPI,0,1,1,0,3.24,1118,5,3.29,2.03,5.5,Humanities,0
F,White,1,5,1,0,3.02,1270,4,3.15,2.51,6.8,Art,0
M,White,0,2,0,0,3.27,1180,2,3.79,3.16,0.0,CS,0
F,Hispanic,0,3,1,0,3.27,1103,5,2.75,2.43,2.9,Biology,1
M,White,0,1,0,0,2.97,1094,1,3.35,2.23,5.3,Biology,0
F,White,0,5,1,0,3.05,1186,2,4.23,4.44,11.4,Biology,0
F,White,0,2,1,0,3.02,1392,2,2.58,2.04,4.6,Engineering,1
F,White,0,4,1,1,4.0,1131,7,2.74,2.51,5.6,Biology,0
M,Black,0,4,0,0,3.31,1174,4,2.77,3.45,9.4,Humanities,0
M,Other,0,3,1,0,3.68,1082,5,4.39,2.96,6.0,Humanities,1
F,AAPI,0,1,1,0,3.17,973,1,2.73,1.7,6.3,Undeclared,0
M,AAPI,0,2,1,0,3.21,934,4,2.48,4.33,4.5,Humanities,1
F,White,0,4,0,0,3.21,1289,4,3.62,2.46,5.8,Humanities,1
F,AAPI,0,3,1,0,3.87,1081,5,1.67,2.8,8.1,Engineering,1
F,White,0,3,0,0,3.48,1038,3,2.73,3.35,7.7,CS,0
M,White,0,2,1,0,3.04,995,5,4.05,4.63,4.4,Economics,0
M,Hispanic,1,3,1,0,3.19,1183,3,2.73,2.67,2.9,Humanities,0
M,White,1,1,1,0,3.55,1053,3,2.94,2.06,0.0,Biology,0
F,White,0,3,1,0,2.41,1179,4,3.48,3.4,2.2,Humanities,0
F,White,0,1,1,0,3.35,978,3,3.28,4.47,2.8,Economics,0
M,Hispanic,1,4,0,0,3.55,1221,5,3.08,3.21,7.3,Engineering,1
F,White,1,3,0,0,3.02,1022,3,3.63,2.77,1.5,Engineering,0
M,White,0,5,1,0,3.61,1275,5,4.37,3.51,3.6,Humanities,1
M,Hispanic,0,3,1,0,3.58,1155,5,2.66,1.34,6.9,Economics,0
F,White,1,1,1,0,2.74,814,4,2.81,2.31,8.0,CS,0
M,Hispanic,1,2,0,0,3.49,1354,3,3.14,1.44,7.6,Economics,0
M,White,1,5,1,0,3.59,1310,4,3.92,2.91,2.7,CS,0
F,Black,0,5,1,0,3.51,1290,6,3.52,2.79,8.6,Economics,1
M,Other,0,1,1,0,3.28,1132,4,3.02,1.0,6.8,Undeclared,0
M,White,1,4,1,0,3.66,1472,2,2.47,3.24,5.3,CS,1
F,Black,0,3,1,0,4.0,1334,2,2.62,3.49,5.4,Biology,1
M,White,0,2,0,0,3.48,1154,2,3.32,2.75,6.0,Humanities,0
F,Black,1,3,1,0,3.61,1041,4,2.99,1.78,6.9,Biology,0
M,Hispanic,0,5,1,0,3.63,1188,1,3.29,4.21,8.5,Biology,0
M,Black,0,1,1,0,3.91,833,4,3.06,4.32,6.2,Economics,1
M,Hispanic,0,5,0,0,3.0,1188,5,4.91,3.52,8.1,Art,1
F,AAPI,0,1,1,0,2.63,1178,0,2.8,2.52,2.8,Art,0
M,AAPI,0,4,0,0,3.48,1284,2,4.23,2.83,5.7,Engineering,0
F,White,0,1,1,0,3.47,1171,2,3.89,3.15,2.5,Undeclared,1
F,Black,0,1,1,0,2.34,1013,0,3.58,2.87,3.2,CS,0
F,Hispanic,0,1,0,0,3.19,1137,5,2.59,3.15,5.8,Engineering,1
M,AAPI,0,5,1,0,3.5,1380,6,3.58,3.56,5.7,Humanities,1
F,White,1,3,1,0,3.59,828,6,3.07,2.41,8.4,Art,1
F,White,0,4,1,0,3.63,1263,3,4.61,2.44,4.3,Engineering,0
M,Black,1,1,1,0,2.54,1341,4,3.35,2.58,4.6,Engineering,0
F,Hispanic,0,5,1,0,3.18,1224,4,3.37,3.57,9.7,CS,0
F,White,0,5,0,0,3.23,887,5,4.57,1.95,8.7,Biology,0
F,White,1,3,1,0,3.59,1026,5,3.09,2.82,1.1,Economics,0
F,White,1,5,1,0,3.62,976,5,3.83,3.17,7.6,Economics,0
M,White,0,1,1,0,3.02,996,5,3.52,2.41,2.6,Engineering,0
F,Other,0,2,1,0,3.37,959,4,3.41,4.02,1.9,Engineering,1
F,White,1,1,1,0,2.8,1180,2,3.04,3.79,4.7,Humanities,0
M,White,0,1,0,0,3.91,1169,4,3.6,3.13,1.3,CS,0
M,White,0,5,1,0,3.76,1313,8,3.12,4.62,8.2,CS,0
M,White,0,3,1,0,3.68,1347,4,3.97,3.7,9.6,Biology,0
M,Other,0,4,1,0,3.96,1141,8,3.23,3.21,7.6,Economics,1
M,White,1,5,0,0,3.8,1215,5,4.3,2.82,6.7,Art,1
F,White,0,4,0,0,3.44,1502,4,4.03,2.78,6.4,CS,0
M,White,1,2,1,0,3.19,1177,4,3.53,3.2,7.2,Engineering,0
M,Other,1,2,0,1,3.65,1152,3,3.3,2.6,4.1,Art,1
F,Other,1,1,1,0,3.18,943,2,3.76,1.59,2.9,Humanities,0
F,White,0,5,0,0,3.25,1182,4,3.84,2.9,5.3,Economics,0
F,AAPI,0,5,1,0,4.0,1125,4,1.57,4.02,5.4,CS,0
M,White,0,3,0,0,3.02,1385,4,2.81,1.0,8.2,Biology,0
M,AAPI,0,3,0,0,2.74,932,6,3.4,4.12,4.8,Undeclared,0
M,White,0,5,1,0,3.91,1393,7,3.67,3.66,9.0,Humanities,1
F,Hispanic,1,2,0,1,2.94,1151,4,3.77,2.71,6.5,Humanities,1
F,Hispanic,0,3,0,0,3.5,926,6,4.23,3.23,3.6,Economics,0
F,White,0,5,1,0,4.0,1425,6,3.85,3.97,5.6,Biology,1
M,White,1,2,0,0,2.72,1034,1,1.95,2.93,6.3,Engineering,0
M,White,1,5,0,0,3.43,1020,5,3.62,3.96,7.7,Humanities,0
M,White,0,1,1,0,3.76,1136,3,3.83,3.48,4.0,Biology,0
M,White,1,3,1,0,3.57,1025,3,3.37,3.14,6.9,Engineering,0
M,White,0,3,1,0,3.34,1146,6,3.42,2.11,8.5,Humanities,1
M,Other,1,2,1,0,4.0,1024,6,2.9,2.82,4.8,Undeclared,0
F,White,0,5,1,0,3.53,1142,2,4.07,1.57,6.2,Biology,0
F,Hispanic,0,3,1,0,3.54,1009,4,3.09,3.36,6.3,CS,0
F,White,0,5,1,0,4.0,1377,0,3.86,2.86,5.6,Economics,1
F,White,0,2,1,0,3.66,1175,4,3.46,2.41,5.6,Biology,0
F,White,1,2,1,0,3.71,1131,3,3.23,3.42,4.9,Economics,1
F,Hispanic,0,3,1,0,3.09,1124,8,3.59,1.98,4.0,Undeclared,0
